@timestamp,source.ip,destination.ip,source.port,destination.port,network.transport,session.iflow_bytes,session.iflow_pkts,event.action,session.id,label
2025-04-05 21:27:49.198919,10.0.0.2,192.168.1.20,41193,1064,tcp,9361,29,flow_create,568663,0
2025-04-05 22:08:31.198919,10.0.0.17,192.168.1.3,32148,1042,udp,6931,18,flow_create,665903,0
2025-04-05 21:32:59.198919,10.0.0.31,192.168.1.11,45999,1088,tcp,7359,41,flow_create,110406,0
2025-04-05 21:55:33.198919,10.0.0.1,192.168.1.29,36405,1095,udp,1961,58,flow_create,664559,0
2025-04-05 22:00:47.198919,10.0.0.1,192.168.1.22,59007,1070,udp,3938,75,flow_create,211570,0
2025-04-05 22:12:40.198919,10.0.0.17,192.168.1.50,10820,1050,tcp,3065,94,flow_create,137428,0
2025-04-05 21:22:08.198919,10.0.0.44,192.168.1.35,23809,1029,tcp,11608,56,flow_create,892594,0
2025-04-05 22:16:36.198919,10.0.0.28,192.168.1.47,47313,1062,udp,396,36,flow_create,997191,0
2025-04-05 21:49:23.198919,10.0.0.41,192.168.1.30,38687,1040,udp,9837,89,flow_create,585077,0
2025-04-05 21:21:50.198919,10.0.0.26,192.168.1.22,42910,1086,tcp,1242,98,flow_create,882907,0
2025-04-05 21:47:54.198919,10.0.0.31,192.168.1.43,62410,1058,tcp,7991,39,flow_create,207332,0
2025-04-05 22:12:21.198919,10.0.0.28,192.168.1.18,44850,1072,tcp,11465,57,flow_create,450475,0
2025-04-05 21:51:47.198919,10.0.0.46,192.168.1.40,60320,1045,tcp,17875,31,flow_create,935706,0
2025-04-05 21:18:27.231684,10.0.0.10,192.168.1.17,31778,1063,tcp,76,2,flow_create,691976,1
2025-04-05 21:29:58.198919,10.0.0.39,192.168.1.45,63594,1048,udp,15925,31,flow_create,838294,0
2025-04-05 21:55:58.198919,10.0.0.50,192.168.1.2,10404,1046,tcp,16750,88,flow_create,297841,0
2025-04-05 22:12:53.198919,10.0.0.43,192.168.1.43,56050,1039,tcp,5737,87,flow_create,357190,0
2025-04-05 21:52:37.198919,10.0.0.31,192.168.1.1,40146,1068,tcp,4164,58,flow_create,171375,0
2025-04-05 21:44:33.198919,10.0.0.28,192.168.1.11,56974,1059,udp,14087,10,flow_create,640702,0
2025-04-05 22:01:06.228667,10.0.0.41,192.168.1.3,31330,1045,tcp,0,1,flow_create,621574,1
2025-04-05 21:24:29.198919,10.0.0.48,192.168.1.3,47544,1036,tcp,19821,50,flow_create,907677,0
2025-04-05 21:32:36.198919,10.0.0.25,192.168.1.45,61818,1028,tcp,6054,88,flow_create,295083,0
2025-04-05 21:41:47.198919,10.0.0.18,192.168.1.14,64629,1090,udp,4210,63,flow_create,146081,0
2025-04-05 21:36:31.198919,10.0.0.50,192.168.1.39,55977,1043,tcp,12188,96,flow_create,799288,0
2025-04-05 22:14:52.198919,10.0.0.42,192.168.1.46,20290,1058,tcp,15914,34,flow_create,628460,0
2025-04-05 21:56:17.198919,10.0.0.12,192.168.1.4,11811,1053,tcp,11815,35,flow_create,551732,0
2025-04-05 22:07:04.198919,10.0.0.38,192.168.1.21,25728,1087,tcp,630,33,flow_create,519752,0
2025-04-05 21:59:14.198919,10.0.0.2,192.168.1.27,55658,1043,tcp,12200,41,flow_create,865433,0
2025-04-05 21:48:15.198919,10.0.0.32,192.168.1.16,37451,1085,tcp,17693,42,flow_create,803923,0
2025-04-05 21:44:08.198919,10.0.0.17,192.168.1.3,56469,1088,tcp,18322,17,flow_create,128891,0
2025-04-05 21:44:22.198919,10.0.0.41,192.168.1.10,25351,1082,udp,6636,78,flow_create,729992,0
2025-04-05 21:18:59.198919,10.0.0.24,192.168.1.8,57036,1056,udp,6828,95,flow_create,930922,0
2025-04-05 22:08:13.198919,10.0.0.37,192.168.1.49,32343,1087,udp,4545,14,flow_create,291700,0
2025-04-05 21:29:10.198919,10.0.0.29,192.168.1.39,28255,1082,tcp,7909,98,flow_create,348517,0
2025-04-05 22:15:23.198919,10.0.0.38,192.168.1.7,12844,1038,tcp,8162,33,flow_create,307886,0
2025-04-05 22:09:30.198919,10.0.0.44,192.168.1.8,52953,1072,udp,19247,97,flow_create,403289,0
2025-04-05 22:09:02.198919,10.0.0.36,192.168.1.19,53445,1072,udp,18753,67,flow_create,202163,0
2025-04-05 22:01:27.198919,10.0.0.46,192.168.1.13,20194,1097,udp,8780,33,flow_create,664393,0
2025-04-05 21:39:37.198919,10.0.0.18,192.168.1.10,50226,1041,udp,18265,80,flow_create,824242,0
2025-04-05 21:36:56.198919,10.0.0.32,192.168.1.4,56379,1069,tcp,4069,39,flow_create,712748,0
2025-04-05 21:40:14.198919,10.0.0.42,192.168.1.8,43055,1081,tcp,14433,94,flow_create,512677,0
2025-04-05 22:08:54.198919,10.0.0.36,192.168.1.44,25166,1045,tcp,8986,29,flow_create,536372,0
2025-04-05 22:18:14.198919,10.0.0.29,192.168.1.32,30787,1082,tcp,3017,20,flow_create,964594,0
2025-04-05 21:56:09.198919,10.0.0.50,192.168.1.3,60692,1036,tcp,8126,77,flow_create,294931,0
2025-04-05 21:52:12.198919,10.0.0.5,192.168.1.2,61673,1098,udp,13530,54,flow_create,508826,0
2025-04-05 21:24:54.228667,10.0.0.41,192.168.1.3,23563,1081,tcp,0,1,flow_create,333170,1
2025-04-05 22:03:23.198919,10.0.0.6,192.168.1.9,33486,1064,tcp,12351,60,flow_create,175900,0
2025-04-05 21:36:32.198919,10.0.0.36,192.168.1.2,41543,1029,tcp,14523,73,flow_create,602135,0
2025-04-05 21:50:40.198919,10.0.0.38,192.168.1.41,44094,1025,udp,4567,87,flow_create,185655,0
2025-04-05 21:50:59.198919,10.0.0.12,192.168.1.43,27481,1079,tcp,10474,25,flow_create,899578,0
2025-04-05 22:11:20.198919,10.0.0.40,192.168.1.33,64750,1046,udp,7566,93,flow_create,917278,0
2025-04-05 22:09:28.198919,10.0.0.49,192.168.1.6,54863,1065,tcp,12367,37,flow_create,449323,0
2025-04-05 21:52:23.198919,10.0.0.33,192.168.1.27,17293,1024,tcp,6206,27,flow_create,557468,0
2025-04-05 21:59:52.198919,10.0.0.35,192.168.1.38,12968,1077,udp,9545,91,flow_create,604238,0
2025-04-05 21:53:29.198919,10.0.0.29,192.168.1.42,40687,1089,tcp,8651,93,flow_create,723093,0
2025-04-05 21:22:49.198919,10.0.0.39,192.168.1.39,45770,1058,udp,11980,41,flow_create,140428,0
2025-04-05 21:43:44.198919,10.0.0.17,192.168.1.3,31704,1075,tcp,9554,88,flow_create,312233,0
2025-04-05 21:42:21.198919,10.0.0.19,192.168.1.3,52663,1099,udp,8583,48,flow_create,472591,0
2025-04-05 21:54:26.198919,10.0.0.15,192.168.1.43,41924,1097,udp,4081,35,flow_create,998845,0
2025-04-05 21:29:58.198919,10.0.0.16,192.168.1.4,64996,1082,udp,7502,60,flow_create,244857,0
2025-04-05 22:18:01.198919,10.0.0.4,192.168.1.16,25609,1095,tcp,7494,38,flow_create,348393,0
2025-04-05 22:06:12.198919,10.0.0.46,192.168.1.33,39298,1037,tcp,9304,39,flow_create,392482,0
2025-04-05 22:12:05.198919,10.0.0.17,192.168.1.39,61330,1050,udp,1224,75,flow_create,706351,0
2025-04-05 21:41:03.198919,10.0.0.8,192.168.1.25,62508,1040,udp,8388,24,flow_create,547771,0
2025-04-05 21:56:01.198919,10.0.0.9,192.168.1.1,61940,1069,udp,1331,6,flow_create,301668,0
2025-04-05 22:01:48.198919,10.0.0.13,192.168.1.9,49017,1064,udp,14767,37,flow_create,559526,0
2025-04-05 21:30:35.198919,10.0.0.42,192.168.1.21,62045,1039,udp,11546,93,flow_create,601877,0
2025-04-05 22:15:13.198919,10.0.0.21,192.168.1.36,36790,1035,tcp,13966,44,flow_create,658745,0
2025-04-05 21:46:58.198919,10.0.0.26,192.168.1.2,35550,1095,udp,11947,3,flow_create,891771,0
2025-04-05 22:11:32.198919,10.0.0.50,192.168.1.20,58332,1042,udp,19188,66,flow_create,749369,0
2025-04-05 22:04:21.198919,10.0.0.22,192.168.1.12,28841,1069,tcp,4195,87,flow_create,769734,0
2025-04-05 22:08:50.198919,10.0.0.1,192.168.1.26,44221,1074,udp,15974,16,flow_create,383228,0
2025-04-05 21:41:54.198919,10.0.0.1,192.168.1.50,21544,1043,tcp,9912,26,flow_create,510413,0
2025-04-05 22:16:42.198919,10.0.0.7,192.168.1.32,36434,1055,udp,4610,80,flow_create,849286,0
2025-04-05 21:47:14.198919,10.0.0.20,192.168.1.45,57443,1094,tcp,12741,94,flow_create,826394,0
2025-04-05 21:36:12.198919,10.0.0.40,192.168.1.4,48206,1044,tcp,18127,32,flow_create,723424,0
2025-04-05 22:08:51.198919,10.0.0.9,192.168.1.41,30772,1092,tcp,9723,58,flow_create,937366,0
2025-04-05 21:30:30.198919,10.0.0.25,192.168.1.26,44099,1053,udp,19775,22,flow_create,870396,0
2025-04-05 22:05:44.198919,10.0.0.4,192.168.1.41,63584,1078,udp,7369,50,flow_create,513525,0
2025-04-05 21:38:49.230681,10.0.0.32,192.168.1.49,24250,1039,tcp,0,1,flow_create,350285,1
2025-04-05 21:24:08.198919,10.0.0.32,192.168.1.5,52320,1077,udp,14397,14,flow_create,673903,0
2025-04-05 21:33:23.198919,10.0.0.18,192.168.1.36,32012,1042,udp,14289,87,flow_create,796312,0
2025-04-05 21:34:55.198919,10.0.0.10,192.168.1.22,55239,1069,udp,748,82,flow_create,311651,0
2025-04-05 22:05:32.198919,10.0.0.39,192.168.1.5,64431,1051,tcp,2212,29,flow_create,136878,0
2025-04-05 21:49:45.198919,10.0.0.36,192.168.1.38,55548,1081,tcp,2122,13,flow_create,808943,0
2025-04-05 21:25:41.198919,10.0.0.43,192.168.1.46,40835,1078,udp,7703,16,flow_create,961523,0
2025-04-05 21:27:47.198919,10.0.0.21,192.168.1.28,39525,1058,udp,18027,16,flow_create,509661,0
2025-04-05 21:37:15.198919,10.0.0.39,192.168.1.5,12998,1055,udp,14366,53,flow_create,209076,0
2025-04-05 22:00:33.198919,10.0.0.47,192.168.1.48,39456,1054,udp,7214,18,flow_create,710976,0
2025-04-05 21:20:17.198919,10.0.0.9,192.168.1.48,52144,1034,udp,15652,58,flow_create,813993,0
2025-04-05 21:57:26.198919,10.0.0.17,192.168.1.28,41264,1038,tcp,14307,4,flow_create,187554,0
2025-04-05 21:31:57.198919,10.0.0.13,192.168.1.7,12124,1049,udp,13433,9,flow_create,503630,0
2025-04-05 22:16:59.198919,10.0.0.46,192.168.1.43,60465,1086,udp,7414,27,flow_create,766370,0
2025-04-05 22:15:54.198919,10.0.0.33,192.168.1.15,50434,1056,udp,9435,67,flow_create,927040,0
2025-04-05 21:24:59.198919,10.0.0.41,192.168.1.27,17334,1034,udp,14416,60,flow_create,332832,0
2025-04-05 21:27:00.198919,10.0.0.40,192.168.1.20,40550,1061,udp,3374,36,flow_create,330704,0
2025-04-05 21:34:27.198919,10.0.0.10,192.168.1.26,60394,1065,udp,5992,82,flow_create,814309,0
2025-04-05 21:23:46.198919,10.0.0.11,192.168.1.44,21779,1038,tcp,16148,41,flow_create,502539,0
2025-04-05 21:45:31.198919,10.0.0.14,192.168.1.33,37544,1072,udp,2805,10,flow_create,393255,0
2025-04-05 22:03:37.198919,10.0.0.46,192.168.1.47,64744,1054,udp,3089,76,flow_create,494222,0
2025-04-05 22:17:15.198919,10.0.0.18,192.168.1.4,58958,1049,tcp,13135,30,flow_create,813321,0
2025-04-05 21:46:53.198919,10.0.0.48,192.168.1.26,36556,1059,udp,7163,83,flow_create,196604,0
2025-04-05 22:01:11.198919,10.0.0.22,192.168.1.49,30845,1074,tcp,976,90,flow_create,989944,0
2025-04-05 21:35:57.198919,10.0.0.6,192.168.1.10,36891,1033,tcp,18122,20,flow_create,928586,0
2025-04-05 21:52:32.198919,10.0.0.37,192.168.1.28,55325,1069,tcp,14363,18,flow_create,970527,0
2025-04-05 22:10:55.198919,10.0.0.1,192.168.1.13,33919,1074,tcp,8758,6,flow_create,779787,0
2025-04-05 21:40:02.198919,10.0.0.39,192.168.1.44,52969,1090,tcp,1926,57,flow_create,376642,0
2025-04-05 21:30:35.198919,10.0.0.43,192.168.1.5,52724,1073,udp,19845,74,flow_create,928540,0
2025-04-05 21:46:00.198919,10.0.0.49,192.168.1.16,45990,1054,tcp,8866,38,flow_create,569274,0
2025-04-05 22:15:42.198919,10.0.0.27,192.168.1.39,37541,1066,tcp,6276,31,flow_create,486569,0
2025-04-05 21:47:15.198919,10.0.0.22,192.168.1.2,34534,1044,tcp,2589,96,flow_create,530484,0
2025-04-05 21:50:36.198919,10.0.0.49,192.168.1.31,27335,1053,tcp,702,87,flow_create,121410,0
2025-04-05 21:45:27.198919,10.0.0.40,192.168.1.7,40571,1098,tcp,2999,92,flow_create,543120,0
2025-04-05 21:26:21.228667,10.0.0.41,192.168.1.3,57160,1094,tcp,0,1,flow_create,194266,1
2025-04-05 21:19:02.198919,10.0.0.10,192.168.1.4,52288,1073,udp,9604,67,flow_create,918684,0
2025-04-05 22:16:13.198919,10.0.0.32,192.168.1.32,28632,1053,tcp,14849,71,flow_create,620490,0
2025-04-05 21:41:40.198919,10.0.0.42,192.168.1.49,18325,1084,udp,8992,37,flow_create,981082,0
2025-04-05 21:46:50.198919,10.0.0.48,192.168.1.45,13056,1044,udp,12524,39,flow_create,595848,0
2025-04-05 22:16:47.198919,10.0.0.1,192.168.1.33,62537,1089,tcp,6337,74,flow_create,254883,0
2025-04-05 21:59:47.198919,10.0.0.2,192.168.1.37,45963,1040,udp,5761,59,flow_create,674048,0
2025-04-05 22:02:43.198919,10.0.0.48,192.168.1.44,40530,1036,udp,9532,91,flow_create,813360,0
2025-04-05 21:46:21.198919,10.0.0.23,192.168.1.43,47311,1061,udp,12025,23,flow_create,130687,0
2025-04-05 21:44:44.198919,10.0.0.30,192.168.1.40,24957,1070,udp,447,36,flow_create,937304,0
2025-04-05 21:45:24.198919,10.0.0.49,192.168.1.31,27076,1057,tcp,16308,43,flow_create,740437,0
2025-04-05 21:39:15.198919,10.0.0.33,192.168.1.42,26288,1098,tcp,10318,75,flow_create,920998,0
2025-04-05 22:01:53.198919,10.0.0.43,192.168.1.15,64707,1026,udp,18271,87,flow_create,795760,0
2025-04-05 21:46:03.198919,10.0.0.49,192.168.1.32,56262,1042,tcp,16103,90,flow_create,210046,0
2025-04-05 21:19:05.198919,10.0.0.6,192.168.1.6,21089,1044,tcp,380,66,flow_create,781572,0
2025-04-05 22:12:04.198919,10.0.0.47,192.168.1.35,54052,1092,udp,2604,47,flow_create,315982,0
2025-04-05 21:45:55.198919,10.0.0.4,192.168.1.3,23987,1058,udp,3724,14,flow_create,266002,0
2025-04-05 22:07:19.198919,10.0.0.34,192.168.1.27,21957,1057,tcp,19314,11,flow_create,967310,0
2025-04-05 21:37:32.232664,172.16.0.92,172.31.0.92,34706,1049,udp,29,1,flow_create,972773,1
2025-04-05 21:45:17.228667,10.0.0.41,192.168.1.3,31329,1096,tcp,0,1,flow_create,877041,1
2025-04-05 22:09:00.198919,10.0.0.42,192.168.1.50,64140,1074,tcp,1960,76,flow_create,754174,0
2025-04-05 21:31:52.198919,10.0.0.46,192.168.1.30,38070,1038,udp,12544,69,flow_create,884811,0
2025-04-05 21:52:32.198919,10.0.0.27,192.168.1.45,44898,1053,tcp,5176,58,flow_create,334417,0
2025-04-05 21:55:00.198919,10.0.0.1,192.168.1.35,62669,1080,udp,11340,67,flow_create,470024,0
2025-04-05 21:22:18.198919,10.0.0.48,192.168.1.49,17724,1029,udp,6358,29,flow_create,650816,0
2025-04-05 22:10:53.198919,10.0.0.25,192.168.1.21,63838,1026,udp,16957,35,flow_create,920619,0
2025-04-05 21:34:18.198919,10.0.0.48,192.168.1.26,29990,1061,udp,8051,42,flow_create,524305,0
2025-04-05 21:20:36.230681,10.0.0.32,192.168.1.3,27863,1039,tcp,0,1,flow_create,970646,1
2025-04-05 22:05:59.198919,10.0.0.48,192.168.1.14,26106,1079,tcp,8387,1,flow_create,215854,0
2025-04-05 21:46:32.198919,10.0.0.49,192.168.1.10,47997,1056,tcp,10403,92,flow_create,498116,0
2025-04-05 21:28:25.198919,10.0.0.10,192.168.1.36,10881,1029,udp,19243,87,flow_create,871579,0
2025-04-05 21:58:16.198919,10.0.0.26,192.168.1.42,44524,1024,udp,15002,60,flow_create,931711,0
2025-04-05 21:22:10.198919,10.0.0.48,192.168.1.42,20585,1069,udp,18174,87,flow_create,659749,0
2025-04-05 22:07:26.198919,10.0.0.45,192.168.1.12,43388,1079,udp,18902,49,flow_create,874266,0
2025-04-05 21:58:13.198919,10.0.0.3,192.168.1.13,35010,1077,tcp,5265,22,flow_create,906758,0
2025-04-05 21:28:24.198919,10.0.0.30,192.168.1.33,23833,1034,udp,13479,98,flow_create,512779,0
2025-04-05 21:57:58.198919,10.0.0.49,192.168.1.26,35047,1087,udp,3553,80,flow_create,810291,0
2025-04-05 21:28:28.198919,10.0.0.7,192.168.1.46,14190,1091,tcp,3355,44,flow_create,489384,0
2025-04-05 21:34:34.198919,10.0.0.31,192.168.1.13,18813,1026,udp,10333,40,flow_create,533370,0
2025-04-05 21:33:15.198919,10.0.0.37,192.168.1.24,23988,1070,tcp,6087,29,flow_create,555649,0
2025-04-05 22:00:40.198919,10.0.0.35,192.168.1.27,23030,1046,udp,12120,75,flow_create,934898,0
2025-04-05 21:41:32.198919,10.0.0.37,192.168.1.50,60097,1071,tcp,2446,12,flow_create,913998,0
2025-04-05 21:36:06.198919,10.0.0.49,192.168.1.22,55087,1050,tcp,19425,72,flow_create,220371,0
2025-04-05 21:25:42.198919,10.0.0.45,192.168.1.9,12230,1074,tcp,1599,78,flow_create,974275,0
2025-04-05 22:13:16.198919,10.0.0.3,192.168.1.28,34602,1090,tcp,1897,60,flow_create,982800,0
2025-04-05 22:04:29.198919,10.0.0.49,192.168.1.18,61907,1031,tcp,6055,10,flow_create,868894,0
2025-04-05 21:53:38.198919,10.0.0.30,192.168.1.26,24792,1027,udp,9644,92,flow_create,828215,0
2025-04-05 21:21:16.198919,10.0.0.1,192.168.1.27,17198,1053,udp,6196,39,flow_create,160574,0
2025-04-05 22:01:21.198919,10.0.0.15,192.168.1.30,58121,1034,udp,3828,76,flow_create,523184,0
2025-04-05 21:51:36.198919,10.0.0.2,192.168.1.41,32061,1079,udp,3471,49,flow_create,618975,0
2025-04-05 21:28:29.198919,10.0.0.6,192.168.1.21,40897,1061,udp,7968,67,flow_create,878506,0
2025-04-05 21:45:20.198919,10.0.0.19,192.168.1.39,24926,1045,tcp,525,53,flow_create,333193,0
2025-04-05 22:13:17.198919,10.0.0.32,192.168.1.13,41478,1080,udp,16778,54,flow_create,506582,0
2025-04-05 22:12:17.228667,10.0.0.41,192.168.1.3,52056,1088,tcp,0,1,flow_create,323111,1
2025-04-05 21:24:11.198919,10.0.0.27,192.168.1.16,42719,1073,udp,4254,45,flow_create,817080,0
2025-04-05 21:37:05.198919,10.0.0.42,192.168.1.28,54762,1061,udp,4720,58,flow_create,201989,0
2025-04-05 21:25:05.198919,10.0.0.4,192.168.1.32,51519,1063,tcp,15073,55,flow_create,803496,0
2025-04-05 21:18:27.231684,10.0.0.21,192.168.1.17,62341,1068,tcp,371,2,flow_create,638132,1
2025-04-05 21:27:36.198919,10.0.0.18,192.168.1.29,10625,1095,udp,174,5,flow_create,549061,0
2025-04-05 21:54:35.198919,10.0.0.11,192.168.1.38,37160,1078,udp,14390,32,flow_create,415755,0
2025-04-05 21:32:42.198919,10.0.0.48,192.168.1.23,51992,1083,udp,6974,87,flow_create,307663,0
2025-04-05 22:00:50.198919,10.0.0.15,192.168.1.34,59383,1082,tcp,15618,62,flow_create,861524,0
2025-04-05 22:00:25.198919,10.0.0.46,192.168.1.28,27732,1090,udp,9453,17,flow_create,671617,0
2025-04-05 22:03:58.198919,10.0.0.44,192.168.1.16,50148,1026,udp,16719,53,flow_create,892766,0
2025-04-05 22:09:02.198919,10.0.0.15,192.168.1.34,56504,1040,udp,16588,84,flow_create,843614,0
2025-04-05 21:43:11.198919,10.0.0.28,192.168.1.2,11931,1038,tcp,11567,10,flow_create,318456,0
2025-04-05 21:26:06.232664,172.16.0.60,172.31.0.60,10879,1052,udp,82,1,flow_create,386827,1
2025-04-05 21:55:54.228667,10.0.0.41,192.168.1.3,43613,1048,tcp,0,1,flow_create,723579,1
2025-04-05 21:29:52.198919,10.0.0.21,192.168.1.10,21261,1058,udp,459,53,flow_create,118125,0
2025-04-05 21:20:53.198919,10.0.0.47,192.168.1.22,56134,1065,udp,7111,75,flow_create,255496,0
